"SITE_ID","YEAR","SEASON","DATEON","DATEOFF","SO2_CONC","SO4_CONC","NO3_CONC","HNO3_CONC","TNO3_CONC","NH4_CONC","CA_CONC","NA_CONC","MG_CONC","K_CONC","CL_CONC"
"COW137","2008.0","SP","03/04/2008 09:00:00","06/03/2008 08:00:00","1.199","3.093","0.176","0.789","0.953","0.964","0.124","0.101","0.031","0.061","0.032"
"ESP127","2019.0","WI","12/04/2018 09:00:00","02/26/2019 08:00:00","0.451","1.014","0.71","0.616","1.317","0.473","0.123","0.076","0.02","0.046","0.041"
"JOT403","2003.0","WI","12/03/2002 09:00:00","03/04/2003 08:00:00","0.384","0.472","1.072","1.521","2.569","0.329","0.193","0.126","0.03","0.031",""
"CKT136","2019.0","WI","12/04/2018 09:00:00","02/26/2019 08:00:00","0.656","1.086","0.825","0.774","1.587","0.548","0.112","0.068","0.018","0.038","0.038"
"BVL130","2018.0","SP","02/27/2018 09:00:00","05/29/2018 08:00:00","0.71","1.145","1.6","1.309","2.888","0.71","0.435","0.066","0.085","0.067","0.046"
"POF425","1999.0","SU","06/01/1999 09:00:00","08/31/1999 08:00:00","0.297","0.313","0.047","0.178","0.222","0.12","","","","",""
"LYE145","2005.0","FA","08/30/2005 09:00:00","11/29/2005 08:00:00","3.809","2.732","0.26","1.214","1.454","0.878","0.108","0.067","0.024","0.041","0.033"
"ACA416","2007.0","WI","11/28/2006 09:00:00","02/27/2007 08:00:00","2.19","1.367","0.678","0.557","1.226","0.344","0.05","0.4","0.043","0.038","0.236"
"ESP127","2000.0","WI","11/30/1999 09:00:00","02/29/2000 08:00:00","7.496","3.047","0.938","2.485","3.383","1.156","","","","",""
"PSU106","2004.0","WI","12/02/2003 09:00:00","03/02/2004 08:00:00","17.699","2.829","2.697","1.556","4.228","1.596","0.215","0.19","0.03","0.047","0.109"
"QAK172","2003.0","SU","06/03/2003 09:00:00","09/02/2003 08:00:00","13.359","9.101","0.265","2.933","3.152","2.239","0.311","0.026","0.057","0.085",""
"FOR605","2015.0","SP","03/03/2015 09:00:00","06/02/2015 08:00:00","0.31","0.579","0.212","0.442","0.647","0.205","0.191","0.027","0.028","0.024","0.016"
"PNF126","2014.0","SU","06/03/2014 09:00:00","09/02/2014 08:00:00","0.238","2.216","0.183","0.534","0.708","0.762","0.128","0.067","0.033","0.061","0.034"
"KEF112","2015.0","SU","06/02/2015 09:00:00","09/01/2015 08:00:00","0.578","1.881","0.09","0.653","0.732","0.619","0.122","0.023","0.026","0.094","0.034"
"KEF112","2016.0","WI","12/01/2015 09:00:00","03/01/2016 08:00:00","1.574","1.239","0.893","0.707","1.589","0.593","0.11","0.107","0.021","0.041","0.076"
"ROM406","2008.0","FA","09/02/2008 09:00:00","12/02/2008 08:00:00","0.251","0.576","0.145","0.464","0.602","0.223","0.082","0.016","0.012","0.031","0.013"
"EVE419","2004.0","SU","06/01/2004 09:00:00","08/31/2004 08:00:00","0.625","1.878","0.848","0.353","1.196","0.296","0.314","0.876","0.141","0.129","1.115"
"EGB181","2014.0","SP","03/04/2014 09:00:00","06/03/2014 08:00:00","1.278","1.622","1.335","0.793","2.115","0.772","0.553","0.14","0.063","0.051","0.117"
"CHA467","2007.0","SU","05/29/2007 09:00:00","09/04/2007 08:00:00","0.423","1.37","0.325","0.833","1.145","0.453","0.277","0.111","0.037","0.066","0.034"
"NEC602","2016.0","FA","08/30/2016 09:00:00","11/29/2016 08:00:00","0.396","0.448","0.15","0.417","0.56","0.143","0.458","0.023","0.023","0.025","0.012"
"THR422","2001.0","WI","11/28/2000 09:00:00","02/27/2001 08:00:00","2.687","1.463","1.258","0.694","1.941","0.759","0.115","0.055","0.021","0.026",""
"UVL124","2011.0","WI","11/30/2010 09:00:00","03/01/2011 08:00:00","3.15","1.817","2.849","0.899","3.733","1.338","0.164","0.161","0.033","0.051","0.109"
"ARE128","2007.0","SP","02/27/2007 09:00:00","05/29/2007 08:00:00","7.275","3.542","0.994","2.441","3.396","1.351","0.244","0.131","0.044","0.049","0.034"
"DEV412","2006.0","WI","11/29/2005 09:00:00","02/28/2006 08:00:00","0.175","0.518","0.252","0.666","0.907","0.124","0.177","0.195","0.035","0.034","0.064"
"MCK231","2006.0","FA","08/29/2006 09:00:00","11/28/2006 08:00:00","5.844","4.018","0.727","1.591","2.293","1.505","0.22","0.033","0.03","0.061","0.037"
"BWR139","2014.0","SP","03/04/2014 09:00:00","06/03/2014 08:00:00","1.509","2.093","1.168","0.967","2.119","0.734","0.158","0.553","0.083","0.072","0.355"
"CDZ171","2006.0","WI","11/29/2005 09:00:00","02/28/2006 08:00:00","7.424","2.567","1.687","1.645","3.306","1.128","0.256","0.11","0.034","0.055","0.044"
"GRS420","2000.0","FA","08/29/2000 09:00:00","11/28/2000 08:00:00","5.72","5.728","0.47","2.908","3.332","1.722","0.225","0.142","0.046","0.075",""
"PET427","2009.0","FA","09/01/2009 09:00:00","12/01/2009 08:00:00","0.536","0.649","0.26","0.637","0.887","0.244","0.211","0.067","0.025","0.044","0.035"
"BBE401","2018.0","WI","11/28/2017 09:00:00","02/27/2018 08:00:00","0.697","0.989","0.461","0.476","0.929","0.337","0.702","0.083","0.032","0.054","0.022"
"IRL141","2017.0","SU","05/30/2017 09:00:00","08/29/2017 08:00:00","0.828","1.615","1.184","0.204","1.385","0.291","0.237","2.062","0.268","0.135","3.232"
"CAT175","2007.0","FA","09/04/2007 09:00:00","12/04/2007 08:00:00","3.634","2.871","0.293","1.783","2.047","0.985","0.108","0.079","0.026","0.035","0.032"
"PRK134","2004.0","SU","06/01/2004 09:00:00","08/31/2004 08:00:00","0.614","1.587","0.344","0.741","1.074","0.592","0.239","0.014","0.051","0.055","0.033"
"YOS404","2001.0","WI","11/28/2000 09:00:00","02/27/2001 08:00:00","0.16","0.301","0.323","0.328","0.646","0.178","0.031","0.027","0.006","0.012",""
"VPI120","2006.0","SP","02/28/2006 09:00:00","05/30/2006 08:00:00","9.433","3.808","0.453","2.308","2.725","1.177","0.269","0.092","0.05","0.058","0.032"
"LYK123","2010.0","FA","08/31/2010 09:00:00","11/30/2010 08:00:00","","","","","","","","","","",""
"ALC188","2018.0","SP","02/27/2018 09:00:00","05/29/2018 08:00:00","0.477","1.798","0.69","0.575","1.256","0.306","0.281","0.682","0.101","0.098","0.397"
"HOW132","2002.0","SP","02/26/2002 09:00:00","06/04/2002 08:00:00","1.096","1.817","0.309","0.621","0.92","0.532","0.071","0.233","0.035","0.04",""
"EGB181","2003.0","FA","09/02/2003 09:00:00","12/02/2003 08:00:00","3.046","2.029","2.207","0.746","2.942","0.978","0.756","0.037","0.056","0.052","0.072"
"THR422","2016.0","SU","05/31/2016 09:00:00","08/30/2016 08:00:00","0.566","0.672","0.216","0.623","0.829","0.231","0.355","0.042","0.053","0.046","0.015"
"CVL151","2008.0","SU","06/03/2008 09:00:00","09/02/2008 08:00:00","","","","","","","","","","",""
"DEV412","2007.0","WI","11/28/2006 09:00:00","02/27/2007 08:00:00","0.183","0.422","0.178","0.704","0.871","0.111","0.201","0.135","0.04","0.037","0.09"
"LYK123","2004.0","SU","06/01/2004 09:00:00","08/31/2004 08:00:00","3.965","5.568","0.953","2.398","3.313","1.794","0.637","0.034","0.122","0.09","0.033"
"DEN417","2019.0","SP","02/26/2019 09:00:00","06/04/2019 08:00:00","0.14","0.254","0.066","0.045","0.11","0.089","0.034","0.035","0.011","0.013","0.03"
"YEL408","2010.0","FA","08/31/2010 09:00:00","11/30/2010 08:00:00","0.464","0.381","0.132","0.148","0.278","0.165","0.116","0.027","0.017","0.035","0.014"
"PIN414","1999.0","SP","03/02/1999 09:00:00","06/01/1999 08:00:00","0.292","1.216","1.411","0.751","2.149","0.225","","","","",""
"LYK123","2007.0","FA","09/04/2007 09:00:00","12/04/2007 08:00:00","5.67","3.939","2.193","1.699","3.865","1.722","0.568","0.062","0.112","0.093","0.058"
"RED004","2019.0","SP","02/26/2019 09:00:00","06/04/2019 08:00:00","0.278","0.621","0.715","0.358","1.067","0.384","0.149","0.039","0.042","0.032","0.027"
"CAD150","2002.0","SU","06/04/2002 09:00:00","09/03/2002 08:00:00","1.0","5.053","0.138","1.543","1.656","1.483","0.183","0.193","0.05","0.122",""
"VIN140","2003.0","SU","06/03/2003 09:00:00","09/02/2003 08:00:00","7.766","7.11","0.889","2.684","3.53","2.223","0.971","0.04","0.113","0.098",""
"MCK131","2008.0","SP","03/04/2008 09:00:00","06/03/2008 08:00:00","4.597","3.877","0.8","2.088","2.854","1.458","0.254","0.075","0.039","0.063","0.034"
"JOT403","2005.0","SP","03/01/2005 09:00:00","05/31/2005 08:00:00","0.452","1.246","1.127","2.789","3.871","0.461","0.308","0.25","0.06","0.056","0.042"
"VOY413","2016.0","WI","12/01/2015 09:00:00","03/01/2016 08:00:00","0.33","0.8","0.927","0.234","1.158","0.502","0.045","0.055","0.014","0.024","0.036"
"GAS153","2004.0","WI","12/02/2003 09:00:00","03/02/2004 08:00:00","8.7","3.136","0.608","2.211","2.783","1.104","0.083","0.178","0.027","0.066","0.059"
"LAV410","2006.0","SP","02/28/2006 09:00:00","05/30/2006 08:00:00","0.203","0.501","0.182","0.235","0.414","0.143","0.072","0.059","0.022","0.021","0.017"
"VIN140","2001.0","FA","09/04/2001 09:00:00","12/04/2001 08:00:00","9.93","3.861","1.747","1.547","3.27","1.337","1.166","0.103","0.098","0.103",""
"THR422","2007.0","SU","05/29/2007 09:00:00","09/04/2007 08:00:00","0.751","1.219","0.263","0.783","1.033","0.387","0.398","0.046","0.067","0.08","0.015"
"HOW132","2005.0","WI","11/30/2004 09:00:00","03/01/2005 08:00:00","1.813","1.231","0.528","0.467","0.988","0.354","0.044","0.267","0.029","0.038","0.129"
"EGB181","2015.0","SP","03/03/2015 09:00:00","06/02/2015 08:00:00","1.173","1.329","1.398","0.825","2.21","0.665","0.527","0.13","0.076","0.048","0.115"
"COW137","2010.0","SU","06/01/2010 09:00:00","08/31/2010 08:00:00","0.203","3.141","0.065","0.361","0.42","1.015","0.061","0.058","0.021","0.11","0.043"
"SUM156","2008.0","SU","06/03/2008 09:00:00","09/02/2008 08:00:00","0.717","3.037","0.306","0.59","0.886","0.574","0.171","0.493","0.086","0.086","0.213"
"CTH110","2001.0","SP","02/27/2001 09:00:00","05/29/2001 08:00:00","5.353","3.459","0.88","2.425","3.267","1.324","0.259","0.109","0.043","0.05",""
"GTH161","2011.0","SU","05/31/2011 09:00:00","08/30/2011 08:00:00","0.091","0.556","0.14","0.255","0.391","0.225","0.161","0.031","0.023","0.037","0.013"
"ASH135","2008.0","SU","06/03/2008 09:00:00","09/02/2008 08:00:00","0.278","1.29","0.093","0.272","0.361","0.395","0.086","0.045","0.021","0.108","0.037"
"SUM156","2001.0","SU","05/29/2001 09:00:00","09/04/2001 08:00:00","","","","","","","","","","",""
"GRB411","2003.0","SP","03/04/2003 09:00:00","06/03/2003 08:00:00","0.182","0.622","0.258","0.438","0.689","0.205","0.221","0.06","0.028","0.026",""
"GTH161","2016.0","SU","05/31/2016 09:00:00","08/30/2016 08:00:00","0.179","0.39","0.118","0.225","0.34","0.153","0.124","0.032","0.021","0.038","0.015"
"MCK131","2016.0","FA","08/30/2016 09:00:00","11/29/2016 08:00:00","0.812","1.521","0.719","1.117","1.818","0.64","0.321","0.075","0.043","0.078","0.036"
"LRL117","2009.0","WI","12/02/2008 09:00:00","03/03/2009 08:00:00","12.928","2.655","0.782","1.389","2.15","0.968","0.154","0.14","0.024","0.061","0.042"
"CAT175","2010.0","SU","06/01/2010 09:00:00","08/31/2010 08:00:00","0.919","2.739","0.118","0.991","1.093","0.983","0.113","0.052","0.025","0.085","0.032"
"CVL151","2002.0","SP","02/26/2002 09:00:00","06/04/2002 08:00:00","1.337","3.44","0.586","1.396","1.96","1.011","0.189","0.35","0.062","0.107",""
"IRL141","2007.0","SP","02/27/2007 09:00:00","05/29/2007 08:00:00","1.396","3.792","2.135","0.463","2.591","0.692","0.42","3.078","0.451","0.195","5.365"
"CDR119","2006.0","SU","05/30/2006 09:00:00","08/29/2006 08:00:00","3.132","8.128","0.058","0.692","0.739","2.401","0.159","0.028","0.029","0.098","0.033"
"BWR139","2018.0","WI","11/28/2017 09:00:00","02/27/2018 08:00:00","1.615","1.248","2.027","0.641","2.658","0.795","0.131","0.431","0.053","0.075","0.393"
"MCK231","2012.0","FA","09/04/2012 09:00:00","12/04/2012 08:00:00","2.143","2.14","1.168","1.186","2.334","0.931","0.367","0.063","0.054","0.075","0.041"
"ABT147","2017.0","SU","05/30/2017 09:00:00","08/29/2017 08:00:00","0.316","0.892","0.35","0.727","1.065","0.341","0.093","0.168","0.035","0.06","0.077"
"ALC188","2013.0","SP","02/26/2013 09:00:00","06/04/2013 08:00:00","0.783","2.581","0.814","0.709","1.512","0.531","0.286","0.765","0.112","0.109","0.432"
"DCP114","2015.0","FA","09/01/2015 09:00:00","12/01/2015 08:00:00","","","","","","","","","","",""
"YEL408","2015.0","FA","09/01/2015 09:00:00","12/01/2015 08:00:00","0.602","0.253","0.108","0.141","0.247","0.111","0.077","0.02","0.011","0.018","0.016"
"MCK231","2002.0","SP","02/26/2002 09:00:00","06/04/2002 08:00:00","4.657","4.185","1.023","2.206","3.194","1.629","0.234","0.144","0.042","0.076",""
"KNZ184","2009.0","FA","09/01/2009 09:00:00","12/01/2009 08:00:00","0.697","2.315","1.233","0.642","1.865","0.661","1.188","0.04","0.053","0.07","0.024"
"BEL116","2005.0","SP","03/01/2005 09:00:00","05/31/2005 08:00:00","8.747","4.603","1.175","2.752","3.883","1.536","0.329","0.195","0.063","0.062","0.032"
"VOY413","2008.0","FA","09/02/2008 09:00:00","12/02/2008 08:00:00","0.431","1.127","0.33","0.299","0.624","0.409","0.137","0.019","0.028","0.035","0.017"
"CND125","2001.0","WI","11/28/2000 09:00:00","02/27/2001 08:00:00","9.697","3.395","1.956","2.106","4.029","1.673","0.091","0.166","0.027","0.078",""
"SAN189","2014.0","FA","09/02/2014 09:00:00","12/02/2014 08:00:00","0.402","0.941","0.808","0.351","1.154","0.418","0.579","0.031","0.075","0.068","0.026"
"ROM206","2016.0","SU","05/31/2016 09:00:00","08/30/2016 08:00:00","0.259","0.482","0.187","0.504","0.682","0.205","0.167","0.037","0.023","0.046","0.014"
"CAN407","2015.0","SU","06/02/2015 09:00:00","09/01/2015 08:00:00","0.26","0.614","0.155","0.698","0.841","0.219","0.217","0.063","0.031","0.033","0.019"
"CHA467","2001.0","WI","11/28/2000 09:00:00","02/27/2001 08:00:00","0.752","0.676","0.236","0.373","0.603","0.239","0.137","0.07","0.014","0.021",""
"VII423","2000.0","WI","11/30/1999 09:00:00","02/29/2000 08:00:00","0.404","1.589","0.487","0.055","0.542","0.103","","","","",""
"HWF187","2008.0","SU","06/03/2008 09:00:00","09/02/2008 08:00:00","0.481","2.18","0.063","0.346","0.404","0.647","0.064","0.021","0.013","0.057","0.032"
"PET427","2013.0","SP","02/26/2013 09:00:00","06/04/2013 08:00:00","0.347","0.785","0.389","0.541","0.921","0.252","0.355","0.114","0.05","0.046","0.057"
"YOS404","2004.0","WI","12/02/2003 09:00:00","03/02/2004 08:00:00","0.128","0.181","0.078","0.224","0.299","0.074","0.016","0.016","0.004","0.01","0.019"
"LYK123","2000.0","SU","05/30/2000 09:00:00","08/29/2000 08:00:00","3.806","5.632","1.299","2.777","4.033","1.961","0.675","0.039","0.122","0.092",""
"ANA115","2003.0","SU","06/03/2003 09:00:00","09/02/2003 08:00:00","2.898","4.466","0.285","2.413","2.66","1.452","0.341","0.024","0.087","0.112",""
"BBE401","2012.0","SU","05/29/2012 09:00:00","09/04/2012 08:00:00","0.78","2.232","0.621","0.81","1.419","0.654","0.63","0.253","0.054","0.059","0.031"
"FOR605","2013.0","FA","09/03/2013 09:00:00","12/03/2013 08:00:00","","","","","","","","","","",""
"DEN417","2007.0","SP","02/27/2007 09:00:00","05/29/2007 08:00:00","0.555","0.635","0.086","0.081","0.165","0.161","0.029","0.049","0.016","0.013","0.03"
"CND125","1999.0","SP","03/02/1999 09:00:00","06/01/1999 08:00:00","5.168","4.252","0.696","2.411","3.068","1.432","","","","",""
"LRL117","2002.0","FA","09/03/2002 09:00:00","12/03/2002 08:00:00","9.231","4.259","0.41","1.545","1.93","1.426","0.138","0.032","0.019","0.047",""
"YEL408","2018.0","SU","05/29/2018 09:00:00","09/04/2018 08:00:00","0.462","0.339","0.125","0.216","0.338","0.185","0.144","0.025","0.022","0.076","0.016"
"CDZ171","2019.0","SU","06/04/2019 09:00:00","09/03/2019 08:00:00","0.446","1.406","0.231","0.744","0.964","0.445","0.234","0.078","0.037","0.079","0.04"
"ESP127","2003.0","SP","03/04/2003 09:00:00","06/03/2003 08:00:00","2.957","4.406","0.264","2.016","2.248","1.462","0.205","0.097","0.036","0.078",""
"WST109","2016.0","WI","12/01/2015 09:00:00","03/01/2016 08:00:00","0.504","0.665","0.271","0.273","0.539","0.255","0.035","0.147","0.013","0.03","0.14"
"QAK172","2015.0","SP","03/03/2015 09:00:00","06/02/2015 08:00:00","3.045","2.104","0.908","1.364","2.25","0.799","0.443","0.105","0.086","0.055","0.05"
"DCP114","1999.0","WI","12/01/1998 09:00:00","03/02/1999 08:00:00","11.854","3.426","2.599","2.298","4.86","1.771","","","","",""
"PAR107","2016.0","SU","05/31/2016 09:00:00","08/30/2016 08:00:00","0.417","1.731","0.17","0.595","0.755","0.561","0.218","0.034","0.028","0.092","0.032"
"ACA416","2000.0","FA","08/29/2000 09:00:00","11/28/2000 08:00:00","1.421","1.61","0.298","0.914","1.197","0.424","0.046","0.211","0.03","0.133",""
"PAL190","2010.0","SU","06/01/2010 09:00:00","08/31/2010 08:00:00","0.76","1.936","0.517","0.848","1.351","0.611","0.528","0.156","0.051","0.079","0.024"
"SHN418","2017.0","SU","05/30/2017 09:00:00","08/29/2017 08:00:00","0.326","1.271","0.225","0.663","0.878","0.489","0.19","0.033","0.03","0.047","0.041"
"VOY413","1999.0","SP","03/02/1999 09:00:00","06/01/1999 08:00:00","1.006","1.554","0.361","0.718","1.068","0.546","","","","",""
"MOR409","2005.0","SU","05/31/2005 09:00:00","08/30/2005 08:00:00","0.288","0.885","0.146","0.437","0.576","0.236","0.036","0.125","0.022","0.052","0.03"
"CAD150","2004.0","WI","12/02/2003 09:00:00","03/02/2004 08:00:00","1.774","2.387","0.913","1.226","2.119","0.978","0.118","0.13","0.025","0.066","0.078"
"ANA115","2010.0","SU","06/01/2010 09:00:00","08/31/2010 08:00:00","","","","","","","","","","",""
"ALC188","2006.0","WI","11/29/2005 09:00:00","02/28/2006 08:00:00","2.947","2.206","0.905","1.197","2.083","0.499","0.333","0.508","0.081","0.103","0.394"
"PET427","2014.0","SP","03/04/2014 09:00:00","06/03/2014 08:00:00","0.272","0.682","0.4","0.436","0.829","0.23","0.486","0.131","0.047","0.044","0.06"
"SHN418","2018.0","FA","09/04/2018 09:00:00","12/04/2018 08:00:00","0.322","0.694","0.379","0.398","0.771","0.307","0.087","0.039","0.016","0.029","0.034"
"DCP114","2014.0","WI","12/03/2013 09:00:00","03/04/2014 08:00:00","4.881","2.189","3.237","0.856","4.08","1.526","0.226","0.256","0.046","0.058","0.167"
"PNF126","1999.0","SU","06/01/1999 09:00:00","08/31/1999 08:00:00","2.195","9.146","0.089","2.141","2.196","2.025","","","","",""
"ASH135","2007.0","SU","05/29/2007 09:00:00","09/04/2007 08:00:00","0.349","1.174","0.106","0.285","0.386","0.354","0.106","0.033","0.024","0.143","0.033"
"MCK231","2006.0","WI","11/29/2005 09:00:00","02/28/2006 08:00:00","8.516","2.764","1.747","1.912","3.629","1.258","0.223","0.087","0.031","0.052","0.041"
"SEK430","2017.0","SU","05/30/2017 09:00:00","08/29/2017 08:00:00","1.598","1.831","0.793","1.948","2.711","0.702","0.355","0.248","0.08","0.189","0.021"
"PNF126","2019.0","SP","02/26/2019 09:00:00","06/04/2019 08:00:00","0.257","0.828","0.361","0.552","0.904","0.312","0.11","0.105","0.03","0.053","0.032"
"EGB181","2013.0","WI","12/04/2012 09:00:00","02/26/2013 08:00:00","1.637","1.432","2.244","0.259","2.499","1.027","0.249","0.208","0.036","0.039","0.256"
"CHA467","2014.0","SU","06/03/2014 09:00:00","09/02/2014 08:00:00","0.424","1.121","0.401","0.82","1.208","0.366","0.229","0.135","0.034","0.056","0.053"
"CVL151","2006.0","SP","02/28/2006 09:00:00","05/30/2006 08:00:00","1.626","3.43","0.816","1.33","2.125","0.979","0.265","0.423","0.084","0.118","0.142"
"BVL130","2017.0","SU","05/30/2017 09:00:00","08/29/2017 08:00:00","0.688","1.489","0.606","1.191","1.778","0.553","0.65","0.034","0.12","0.085","0.033"
"EVE419","1999.0","WI","12/01/1998 09:00:00","03/02/1999 08:00:00","1.222","2.611","1.249","0.61","1.849","0.361","","","","",""
"SPD111","2004.0","SP","03/02/2004 09:00:00","06/01/2004 08:00:00","3.208","3.881","0.482","1.813","2.266","1.112","0.445","0.183","0.058","0.078","0.034"
"BEL116","2000.0","SP","02/29/2000 09:00:00","05/30/2000 08:00:00","7.679","4.12","0.857","2.386","3.205","1.469","0.236","0.256","0.061","0.073",""
"GRC474","2007.0","SP","02/27/2007 09:00:00","05/29/2007 08:00:00","0.293","0.782","0.367","0.575","0.932","0.245","0.226","0.086","0.042","0.035","0.028"
"NCS415","2005.0","WI","11/30/2004 09:00:00","03/01/2005 08:00:00","0.111","0.245","0.055","0.054","0.109","0.073","0.015","0.044","0.008","0.02","0.056"
"SND152","2002.0","FA","09/03/2002 09:00:00","12/03/2002 08:00:00","","","","","","","","","","",""
"EVE419","2016.0","SP","03/01/2016 09:00:00","05/31/2016 08:00:00","0.529","2.156","1.355","0.383","1.732","0.322","0.319","1.83","0.235","0.141","2.236"
"NEC602","2016.0","SU","05/31/2016 09:00:00","08/30/2016 08:00:00","0.386","0.535","0.157","0.713","0.858","0.21","0.435","0.026","0.028","0.045","0.013"
